lat,lon,vm2_2025,vm2_1970,pendiente_pct,macrozona
-32.9567,-60.5933,1809.0,1766.0,0.044,norte
-32.9567,-60.59,1809.0,1766.0,0.044,norte
-32.9533,-60.72,979.0,1254.0,-0.45,norte
-32.9533,-60.7167,976.0,1249.0,-0.449,norte
-32.9533,-60.7133,981.0,1249.0,-0.439,norte
-32.9533,-60.71,978.0,1249.0,-0.446,norte
-32.9533,-60.7067,992.0,1255.0,-0.429,norte
-32.9533,-60.7033,984.0,1238.0,-0.419,norte
-32.9533,-60.7,995.0,1237.0,-0.396,norte
-32.9533,-60.6967,1184.0,1136.0,0.075,norte
-32.9533,-60.6933,1200.0,1163.0,0.057,norte
-32.9533,-60.69,1049.0,945.0,0.19,norte
-32.9533,-60.6867,1044.0,937.0,0.198,norte
-32.9533,-60.6833,1046.0,943.0,0.188,norte
-32.9533,-60.68,1098.0,945.0,0.273,norte
-32.9533,-60.6767,1555.0,1118.0,0.598,norte
-32.9533,-60.6733,1431.0,1028.0,0.601,norte
-32.9533,-60.67,1341.0,1176.0,0.238,norte
-32.9533,-60.6667,1414.0,1273.0,0.191,centro_premium
-32.9533,-60.6633,1798.0,1900.0,-0.1,centro_premium
-32.9533,-60.66,2014.0,1928.0,0.079,centro_premium
-32.9533,-60.6567,1964.0,1874.0,0.085,centro_premium
-32.9533,-60.6533,1955.0,1827.0,0.123,centro_premium
-32.9533,-60.65,1933.0,1790.0,0.14,centro_premium
-32.9533,-60.6467,1907.0,1645.0,0.269,centro_premium
-32.9533,-60.6433,1908.0,1592.0,0.329,centro_premium
-32.9533,-60.64,1927.0,1578.0,0.363,centro_premium
-32.9533,-60.6367,1973.0,1568.0,0.417,centro_premium
-32.9533,-60.6333,1969.0,1575.0,0.405,centro_premium
-32.9533,-60.63,1934.0,1710.0,0.223,centro_premium
-32.9533,-60.6267,2042.0,1908.0,0.123,centro_premium
-32.9533,-60.6233,2097.0,2026.0,0.063,centro_premium
-32.9533,-60.62,2097.0,2026.0,0.063,centro_premium
-32.9533,-60.6167,2097.0,2026.0,0.063,norte
-32.9533,-60.6133,2097.0,2026.0,0.063,norte
-32.9533,-60.61,2097.0,2026.0,0.063,norte
-32.9533,-60.6067,2097.0,2026.0,0.063,norte
-32.9533,-60.6033,2097.0,2026.0,0.063,norte
-32.9533,-60.6,2097.0,2026.0,0.063,norte
-32.9533,-60.5967,2097.0,2026.0,0.063,norte
-32.9533,-60.5933,2097.0,2026.0,0.063,norte
-32.9533,-60.59,2097.0,2026.0,0.063,norte
-32.95,-60.72,877.0,1317.0,-0.741,norte
-32.95,-60.7167,874.0,1308.0,-0.735,norte
-32.95,-60.7133,878.0,1307.0,-0.725,norte
-32.95,-60.71,875.0,1307.0,-0.732,norte
-32.95,-60.7067,894.0,1320.0,-0.71,norte
-32.95,-60.7033,893.0,1307.0,-0.696,norte
-32.95,-60.7,912.0,1311.0,-0.662,norte
-32.95,-60.6967,1153.0,1273.0,-0.18,norte
-32.95,-60.6933,1189.0,1325.0,-0.198,norte
-32.95,-60.69,1057.0,1129.0,-0.12,norte
-32.95,-60.6867,1056.0,1120.0,-0.107,norte
-32.95,-60.6833,1079.0,1153.0,-0.12,norte
-32.95,-60.68,1134.0,1175.0,-0.065,norte
-32.95,-60.6767,1492.0,1283.0,0.275,norte
-32.95,-60.6733,1386.0,1185.0,0.285,norte
-32.95,-60.67,1400.0,1295.0,0.141,norte
-32.95,-60.6667,1456.0,1364.0,0.119,centro_premium
-32.95,-60.6633,1751.0,1920.0,-0.168,centro_premium
-32.95,-60.66,1975.0,1956.0,0.018,centro_premium
-32.95,-60.6567,1942.0,1955.0,-0.011,centro_premium
-32.95,-60.6533,1940.0,1918.0,0.02,centro_premium
-32.95,-60.65,1901.0,1848.0,0.051,centro_premium
-32.95,-60.6467,1788.0,1624.0,0.175,centro_premium
-32.95,-60.6433,1795.0,1550.0,0.266,centro_premium
-32.95,-60.64,1795.0,1519.0,0.303,centro_premium
-32.95,-60.6367,1891.0,1508.0,0.411,centro_premium
-32.95,-60.6333,1914.0,1523.0,0.415,centro_premium
-32.95,-60.63,1931.0,1740.0,0.19,centro_premium
-32.95,-60.6267,2032.0,1912.0,0.11,centro_premium
-32.95,-60.6233,2083.0,2013.0,0.062,centro_premium
-32.95,-60.62,2083.0,2013.0,0.062,centro_premium
-32.95,-60.6167,2083.0,2013.0,0.062,norte
-32.95,-60.6133,2083.0,2013.0,0.062,norte
-32.95,-60.61,2083.0,2013.0,0.062,norte
-32.95,-60.6067,2083.0,2013.0,0.062,norte
-32.95,-60.6033,2083.0,2013.0,0.062,norte
-32.95,-60.6,2083.0,2013.0,0.062,norte
-32.95,-60.5967,2083.0,2013.0,0.062,norte
-32.95,-60.5933,2083.0,2013.0,0.062,norte
-32.95,-60.59,2083.0,2013.0,0.062,norte
-32.9467,-60.72,888.0,1331.0,-0.739,norte
-32.9467,-60.7167,884.0,1321.0,-0.732,norte
-32.9467,-60.7133,887.0,1320.0,-0.725,norte
-32.9467,-60.71,884.0,1321.0,-0.734,norte
-32.9467,-60.7067,895.0,1326.0,-0.717,norte
-32.9467,-60.7033,884.0,1304.0,-0.709,norte
-32.9467,-60.7,903.0,1307.0,-0.674,norte
-32.9467,-60.6967,1171.0,1325.0,-0.225,norte
-32.9467,-60.6933,1203.0,1375.0,-0.242,norte
-32.9467,-60.69,1075.0,1178.0,-0.166,norte
-32.9467,-60.6867,1075.0,1169.0,-0.153,norte
-32.9467,-60.6833,1099.0,1207.0,-0.17,norte
-32.9467,-60.68,1162.0,1233.0,-0.108,norte
-32.9467,-60.6767,1510.0,1261.0,0.327,norte
-32.9467,-60.6733,1409.0,1154.0,0.362,norte
-32.9467,-60.67,1443.0,1265.0,0.239,norte
-32.9467,-60.6667,1493.0,1326.0,0.216,centro_premium
-32.9467,-60.6633,2127.0,1816.0,0.287,centro_premium
-32.9467,-60.66,2550.0,1871.0,0.562,centro_premium
-32.9467,-60.6567,2473.0,1877.0,0.5,centro_premium
-32.9467,-60.6533,2470.0,1825.0,0.548,centro_premium
-32.9467,-60.65,2129.0,1784.0,0.321,centro_premium
-32.9467,-60.6467,1707.0,1582.0,0.138,centro_premium
-32.9467,-60.6433,1719.0,1542.0,0.198,centro_premium
-32.9467,-60.64,1678.0,1492.0,0.213,centro_premium
-32.9467,-60.6367,1791.0,1411.0,0.433,centro_premium
-32.9467,-60.6333,1824.0,1569.0,0.274,centro_premium
-32.9467,-60.63,1883.0,2014.0,-0.122,centro_premium
-32.9467,-60.6267,1905.0,2029.0,-0.115,centro_premium
-32.9467,-60.6233,1918.0,2049.0,-0.12,centro_premium
-32.9467,-60.62,1918.0,2049.0,-0.12,centro_premium
-32.9467,-60.6167,1918.0,2049.0,-0.12,norte
-32.9467,-60.6133,1918.0,2049.0,-0.12,norte
-32.9467,-60.61,1918.0,2049.0,-0.12,norte
-32.9467,-60.6067,1918.0,2049.0,-0.12,norte
-32.9467,-60.6033,1918.0,2049.0,-0.12,norte
-32.9467,-60.6,1918.0,2049.0,-0.12,norte
-32.9467,-60.5967,1918.0,2049.0,-0.12,norte
-32.9467,-60.5933,1918.0,2049.0,-0.12,norte
-32.9467,-60.59,1918.0,2049.0,-0.12,norte
-32.9433,-60.72,902.0,1399.0,-0.8,norte
-32.9433,-60.7167,899.0,1387.0,-0.792,norte
-32.9433,-60.7133,902.0,1387.0,-0.785,norte
-32.9433,-60.71,904.0,1389.0,-0.783,norte
-32.9433,-60.7067,911.0,1387.0,-0.768,norte
-32.9433,-60.7033,905.0,1374.0,-0.763,norte
-32.9433,-60.7,916.0,1369.0,-0.733,norte
-32.9433,-60.6967,1217.0,1419.0,-0.279,norte
-32.9433,-60.6933,1254.0,1474.0,-0.295,norte
-32.9433,-60.69,1119.0,1281.0,-0.245,norte
-32.9433,-60.6867,1119.0,1274.0,-0.236,norte
-32.9433,-60.6833,1149.0,1323.0,-0.257,norte
-32.9433,-60.68,1258.0,1402.0,-0.197,norte
-32.9433,-60.6767,1484.0,1256.0,0.303,norte
-32.9433,-60.6733,1404.0,1160.0,0.346,norte
-32.9433,-60.67,1459.0,1274.0,0.246,norte
-32.9433,-60.6667,1496.0,1315.0,0.234,centro_premium
-32.9433,-60.6633,2075.0,1803.0,0.255,centro_premium
-32.9433,-60.66,2393.0,1797.0,0.52,centro_premium
-32.9433,-60.6567,2300.0,1800.0,0.445,centro_premium
-32.9433,-60.6533,2294.0,1740.0,0.502,centro_premium
-32.9433,-60.65,2033.0,1726.0,0.297,centro_premium
-32.9433,-60.6467,1679.0,1585.0,0.104,centro_premium
-32.9433,-60.6433,1692.0,1637.0,0.06,centro_premium
-32.9433,-60.64,1635.0,1592.0,0.048,centro_premium
-32.9433,-60.6367,1764.0,1496.0,0.3,centro_premium
-32.9433,-60.6333,1804.0,1811.0,-0.007,centro_premium
-32.9433,-60.63,1846.0,2085.0,-0.222,centro_premium
-32.9433,-60.6267,1873.0,2083.0,-0.193,centro_premium
-32.9433,-60.6233,1886.0,2103.0,-0.198,centro_premium
-32.9433,-60.62,1886.0,2103.0,-0.198,centro_premium
-32.9433,-60.6167,1886.0,2103.0,-0.198,norte
-32.9433,-60.6133,1886.0,2103.0,-0.198,norte
-32.9433,-60.61,1886.0,2103.0,-0.198,norte
-32.9433,-60.6067,1886.0,2103.0,-0.198,norte
-32.9433,-60.6033,1886.0,2103.0,-0.198,norte
-32.9433,-60.6,1886.0,2103.0,-0.198,norte
-32.9433,-60.5967,1886.0,2103.0,-0.198,norte
-32.9433,-60.5933,1886.0,2103.0,-0.198,norte
-32.9433,-60.59,1886.0,2103.0,-0.198,norte
-32.94,-60.72,896.0,1359.0,-0.759,norte
-32.94,-60.7167,893.0,1347.0,-0.75,norte
-32.94,-60.7133,896.0,1347.0,-0.744,norte
-32.94,-60.71,898.0,1349.0,-0.742,norte
-32.94,-60.7067,905.0,1347.0,-0.726,norte
-32.94,-60.7033,899.0,1335.0,-0.722,norte
-32.94,-60.7,908.0,1329.0,-0.695,norte
-32.94,-60.6967,1208.0,1351.0,-0.203,norte
-32.94,-60.6933,1240.0,1388.0,-0.206,norte
-32.94,-60.69,1099.0,1203.0,-0.165,norte
-32.94,-60.6867,1101.0,1199.0,-0.156,norte
-32.94,-60.6833,1125.0,1252.0,-0.194,norte
-32.94,-60.68,1203.0,1301.0,-0.143,norte
-32.94,-60.6767,1457.0,1234.0,0.301,norte
-32.94,-60.6733,1384.0,1147.0,0.34,norte
-32.94,-60.67,1410.0,1253.0,0.213,norte
-32.94,-60.6667,1466.0,1320.0,0.191,centro_premium
-32.94,-60.6633,1963.0,1681.0,0.281,centro_premium
-32.94,-60.66,1892.0,1649.0,0.25,centro_premium
-32.94,-60.6567,1966.0,1847.0,0.113,centro_premium
-32.94,-60.6533,2090.0,1984.0,0.095,centro_premium
-32.94,-60.65,2070.0,1962.0,0.097,centro_premium
-32.94,-60.6467,2142.0,1997.0,0.128,centro_premium
-32.94,-60.6433,2046.0,1993.0,0.048,centro_premium
-32.94,-60.64,1840.0,1824.0,0.016,centro_premium
-32.94,-60.6367,2134.0,2410.0,-0.222,centro_premium
-32.94,-60.6333,2147.0,2402.0,-0.204,centro_premium
-32.94,-60.63,2147.0,2420.0,-0.218,centro_premium
-32.94,-60.6267,2149.0,2413.0,-0.211,centro_premium
-32.94,-60.6233,2149.0,2419.0,-0.215,centro_premium
-32.94,-60.62,2149.0,2419.0,-0.215,centro_premium
-32.94,-60.6167,2149.0,2419.0,-0.215,norte
-32.94,-60.6133,2149.0,2419.0,-0.215,norte
-32.94,-60.61,2149.0,2419.0,-0.215,norte
-32.94,-60.6067,2149.0,2419.0,-0.215,norte
-32.94,-60.6033,2149.0,2419.0,-0.215,norte
-32.94,-60.6,2149.0,2419.0,-0.215,norte
-32.94,-60.5967,2149.0,2419.0,-0.215,norte
-32.94,-60.5933,2149.0,2419.0,-0.215,norte
-32.94,-60.59,2149.0,2419.0,-0.215,norte
-32.9367,-60.72,926.0,1341.0,-0.676,norte
-32.9367,-60.7167,922.0,1329.0,-0.667,norte
-32.9367,-60.7133,925.0,1329.0,-0.66,norte
-32.9367,-60.71,929.0,1331.0,-0.655,norte
-32.9367,-60.7067,936.0,1329.0,-0.64,norte
-32.9367,-60.7033,930.0,1317.0,-0.635,norte
-32.9367,-60.7,939.0,1311.0,-0.609,norte
-32.9367,-60.6967,1231.0,1319.0,-0.125,norte
-32.9367,-60.6933,1263.0,1359.0,-0.133,norte
-32.9367,-60.69,1158.0,1204.0,-0.071,norte
-32.9367,-60.6867,1161.0,1200.0,-0.061,norte
-32.9367,-60.6833,1179.0,1244.0,-0.097,norte
-32.9367,-60.68,1239.0,1282.0,-0.062,norte
-32.9367,-60.6767,1404.0,1253.0,0.208,norte
-32.9367,-60.6733,1311.0,1155.0,0.23,norte
-32.9367,-60.67,1295.0,1235.0,0.086,norte
-32.9367,-60.6667,1384.0,1327.0,0.077,centro_premium
-32.9367,-60.6633,1818.0,1592.0,0.241,centro_premium
-32.9367,-60.66,1717.0,1570.0,0.163,centro_premium
-32.9367,-60.6567,1821.0,1736.0,0.086,centro_premium
-32.9367,-60.6533,2024.0,1913.0,0.103,centro_premium
-32.9367,-60.65,2047.0,1943.0,0.094,centro_premium
-32.9367,-60.6467,2100.0,1984.0,0.103,centro_premium
-32.9367,-60.6433,2030.0,1979.0,0.046,centro_premium
-32.9367,-60.64,1808.0,1787.0,0.021,centro_premium
-32.9367,-60.6367,2074.0,2333.0,-0.214,centro_premium
-32.9367,-60.6333,2087.0,2327.0,-0.198,centro_premium
-32.9367,-60.63,2087.0,2328.0,-0.199,centro_premium
-32.9367,-60.6267,2087.0,2332.0,-0.202,centro_premium
-32.9367,-60.6233,2087.0,2332.0,-0.202,centro_premium
-32.9367,-60.62,2087.0,2332.0,-0.202,centro_premium
-32.9367,-60.6167,2087.0,2332.0,-0.202,norte
-32.9367,-60.6133,2087.0,2332.0,-0.202,norte
-32.9367,-60.61,2087.0,2332.0,-0.202,norte
-32.9367,-60.6067,2087.0,2332.0,-0.202,norte
-32.9367,-60.6033,2087.0,2332.0,-0.202,norte
-32.9367,-60.6,2087.0,2332.0,-0.202,norte
-32.9367,-60.5967,2087.0,2332.0,-0.202,norte
-32.9367,-60.5933,2087.0,2332.0,-0.202,norte
-32.9367,-60.59,2087.0,2332.0,-0.202,norte
-32.9333,-60.72,939.0,1343.0,-0.652,norte
-32.9333,-60.7167,936.0,1333.0,-0.645,norte
-32.9333,-60.7133,940.0,1328.0,-0.63,norte
-32.9333,-60.71,936.0,1310.0,-0.613,norte
-32.9333,-60.7067,943.0,1308.0,-0.596,norte
-32.9333,-60.7033,937.0,1295.0,-0.591,norte
-32.9333,-60.7,947.0,1290.0,-0.564,norte
-32.9333,-60.6967,1244.0,1299.0,-0.079,norte
-32.9333,-60.6933,1269.0,1308.0,-0.054,norte
-32.9333,-60.69,1167.0,1180.0,-0.019,norte
-32.9333,-60.6867,1172.0,1182.0,-0.015,norte
-32.9333,-60.6833,1191.0,1226.0,-0.052,norte
-32.9333,-60.68,1257.0,1259.0,-0.002,norte
-32.9333,-60.6767,1437.0,1305.0,0.176,norte
-32.9333,-60.6733,1432.0,1331.0,0.133,norte
-32.9333,-60.67,1521.0,1402.0,0.148,norte
-32.9333,-60.6667,1783.0,1660.0,0.13,centro_premium
-32.9333,-60.6633,1829.0,1688.0,0.146,centro_premium
-32.9333,-60.66,1950.0,1838.0,0.108,centro_premium
-32.9333,-60.6567,1981.0,1931.0,0.046,centro_premium
-32.9333,-60.6533,2103.0,1974.0,0.115,centro_premium
-32.9333,-60.65,2167.0,2002.0,0.143,centro_premium
-32.9333,-60.6467,2258.0,2102.0,0.13,centro_premium
-32.9333,-60.6433,2178.0,2072.0,0.091,centro_premium
-32.9333,-60.64,1955.0,1881.0,0.071,centro_premium
-32.9333,-60.6367,2194.0,2390.0,-0.156,centro_premium
-32.9333,-60.6333,2207.0,2381.0,-0.138,centro_premium
-32.9333,-60.63,2207.0,2382.0,-0.139,centro_premium
-32.9333,-60.6267,2207.0,2386.0,-0.142,centro_premium
-32.9333,-60.6233,2207.0,2386.0,-0.142,centro_premium
-32.9333,-60.62,2207.0,2386.0,-0.142,centro_premium
-32.9333,-60.6167,2207.0,2386.0,-0.142,norte
-32.9333,-60.6133,2207.0,2386.0,-0.142,norte
-32.9333,-60.61,2207.0,2386.0,-0.142,norte
-32.9333,-60.6067,2207.0,2386.0,-0.142,norte
-32.9333,-60.6033,2207.0,2386.0,-0.142,norte
-32.9333,-60.6,2207.0,2386.0,-0.142,norte
-32.9333,-60.5967,2207.0,2386.0,-0.142,norte
-32.9333,-60.5933,2207.0,2386.0,-0.142,norte
-32.9333,-60.59,2207.0,2386.0,-0.142,norte
-32.93,-60.72,948.0,1343.0,-0.636,norte
-32.93,-60.7167,944.0,1333.0,-0.629,norte
-32.93,-60.7133,950.0,1328.0,-0.612,norte
-32.93,-60.71,943.0,1308.0,-0.597,norte
-32.93,-60.7067,950.0,1305.0,-0.58,norte
-32.93,-60.7033,944.0,1293.0,-0.574,norte
-32.93,-60.7,953.0,1287.0,-0.548,norte
-32.93,-60.6967,1251.0,1295.0,-0.063,norte
-32.93,-60.6933,1276.0,1303.0,-0.038,norte
-32.93,-60.69,1172.0,1175.0,-0.005,norte
-32.93,-60.6867,1177.0,1178.0,-0.001,norte
-32.93,-60.6833,1196.0,1221.0,-0.038,norte
-32.93,-60.68,1256.0,1246.0,0.014,norte
-32.93,-60.6767,1527.0,1354.0,0.217,norte
-32.93,-60.6733,1553.0,1428.0,0.153,norte
-32.93,-60.67,1631.0,1485.0,0.171,norte
-32.93,-60.6667,1897.0,1763.0,0.133,centro_premium
-32.93,-60.6633,2361.0,2666.0,-0.221,centro_premium
-32.93,-60.66,2464.0,2804.0,-0.236,centro_premium
-32.93,-60.6567,2449.0,2774.0,-0.227,centro_premium
-32.93,-60.6533,2526.0,2825.0,-0.204,centro_premium
-32.93,-60.65,2681.0,2952.0,-0.175,centro_premium
-32.93,-60.6467,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.6433,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.64,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.6367,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.6333,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.63,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.6267,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.6233,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.62,2744.0,2986.0,-0.154,centro_premium
-32.93,-60.6167,2744.0,2986.0,-0.154,norte
-32.93,-60.6133,2744.0,2986.0,-0.154,norte
-32.93,-60.61,2744.0,2986.0,-0.154,norte
-32.93,-60.6067,2744.0,2986.0,-0.154,norte
-32.93,-60.6033,2744.0,2986.0,-0.154,norte
-32.93,-60.6,2744.0,2986.0,-0.154,norte
-32.93,-60.5967,2744.0,2986.0,-0.154,norte
-32.93,-60.5933,2744.0,2986.0,-0.154,norte
-32.93,-60.59,2744.0,2986.0,-0.154,norte
-32.9267,-60.72,987.0,1341.0,-0.558,norte
-32.9267,-60.7167,983.0,1331.0,-0.552,norte
-32.9267,-60.7133,987.0,1327.0,-0.54,norte
-32.9267,-60.71,980.0,1305.0,-0.521,norte
-32.9267,-60.7067,988.0,1303.0,-0.505,norte
-32.9267,-60.7033,983.0,1290.0,-0.496,norte
-32.9267,-60.7,985.0,1288.0,-0.489,norte
-32.9267,-60.6967,1298.0,1296.0,0.002,norte
-32.9267,-60.6933,1321.0,1304.0,0.023,norte
-32.9267,-60.69,1218.0,1176.0,0.064,norte
-32.9267,-60.6867,1223.0,1178.0,0.069,norte
-32.9267,-60.6833,1243.0,1222.0,0.03,norte
-32.9267,-60.68,1289.0,1247.0,0.061,norte
-32.9267,-60.6767,1560.0,1408.0,0.186,norte
-32.9267,-60.6733,1602.0,1504.0,0.115,norte
-32.9267,-60.67,1622.0,1517.0,0.121,norte
-32.9267,-60.6667,1849.0,1771.0,0.079,centro_premium
-32.9267,-60.6633,2774.0,3049.0,-0.172,centro_premium
-32.9267,-60.66,2947.0,3235.0,-0.17,centro_premium
-32.9267,-60.6567,2927.0,3212.0,-0.169,centro_premium
-32.9267,-60.6533,2967.0,3239.0,-0.16,centro_premium
-32.9267,-60.65,3019.0,3256.0,-0.137,centro_premium
-32.9267,-60.6467,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.6433,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.64,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.6367,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.6333,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.63,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.6267,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.6233,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.62,3049.0,3261.0,-0.122,centro_premium
-32.9267,-60.6167,3049.0,3261.0,-0.122,norte
-32.9267,-60.6133,3049.0,3261.0,-0.122,norte
-32.9267,-60.61,3049.0,3261.0,-0.122,norte
-32.9267,-60.6067,3049.0,3261.0,-0.122,norte
-32.9267,-60.6033,3049.0,3261.0,-0.122,norte
-32.9267,-60.6,3049.0,3261.0,-0.122,norte
-32.9267,-60.5967,3049.0,3261.0,-0.122,norte
-32.9267,-60.5933,3049.0,3261.0,-0.122,norte
-32.9267,-60.59,3049.0,3261.0,-0.122,norte
-32.9233,-60.72,974.0,1359.0,-0.607,oeste
-32.9233,-60.7167,970.0,1340.0,-0.588,oeste
-32.9233,-60.7133,974.0,1336.0,-0.576,oeste
-32.9233,-60.71,977.0,1319.0,-0.547,oeste
-32.9233,-60.7067,985.0,1315.0,-0.527,oeste
-32.9233,-60.7033,979.0,1302.0,-0.521,oeste
-32.9233,-60.7,981.0,1300.0,-0.514,oeste
-32.9233,-60.6967,1317.0,1313.0,0.006,oeste
-32.9233,-60.6933,1335.0,1310.0,0.034,oeste
-32.9233,-60.69,1227.0,1179.0,0.071,oeste
-32.9233,-60.6867,1229.0,1179.0,0.076,oeste
-32.9233,-60.6833,1249.0,1224.0,0.037,oeste
-32.9233,-60.68,1296.0,1249.0,0.067,oeste
-32.9233,-60.6767,1422.0,1269.0,0.208,oeste
-32.9233,-60.6733,1453.0,1348.0,0.136,oeste
-32.9233,-60.67,1442.0,1357.0,0.11,oeste
-32.9233,-60.6667,1650.0,1594.0,0.063,resto
-32.9233,-60.6633,2718.0,3009.0,-0.185,resto
-32.9233,-60.66,2892.0,3185.0,-0.176,resto
-32.9233,-60.6567,2866.0,3159.0,-0.177,resto
-32.9233,-60.6533,2905.0,3185.0,-0.167,resto
-32.9233,-60.65,2977.0,3208.0,-0.136,resto
-32.9233,-60.6467,3010.0,3220.0,-0.123,resto
-32.9233,-60.6433,3010.0,3220.0,-0.123,resto
-32.9233,-60.64,3010.0,3220.0,-0.123,resto
-32.9233,-60.6367,3010.0,3220.0,-0.123,resto
-32.9233,-60.6333,3010.0,3220.0,-0.123,resto
-32.9233,-60.63,3010.0,3220.0,-0.123,resto
-32.9233,-60.6267,3010.0,3220.0,-0.123,resto
-32.9233,-60.6233,3010.0,3220.0,-0.123,resto
-32.9233,-60.62,3010.0,3220.0,-0.123,resto
-32.9233,-60.6167,3010.0,3220.0,-0.123,resto
-32.9233,-60.6133,3010.0,3220.0,-0.123,resto
-32.9233,-60.61,3010.0,3220.0,-0.123,resto
-32.9233,-60.6067,3010.0,3220.0,-0.123,resto
-32.9233,-60.6033,3010.0,3220.0,-0.123,resto
-32.9233,-60.6,3010.0,3220.0,-0.123,resto
-32.9233,-60.5967,3010.0,3220.0,-0.123,resto
-32.9233,-60.5933,3010.0,3220.0,-0.123,resto
-32.9233,-60.59,3010.0,3220.0,-0.123,resto
-32.92,-60.72,1017.0,1365.0,-0.536,oeste
-32.92,-60.7167,1014.0,1346.0,-0.517,oeste
-32.92,-60.7133,1013.0,1342.0,-0.513,oeste
-32.92,-60.71,1016.0,1325.0,-0.484,oeste
-32.92,-60.7067,1024.0,1321.0,-0.465,oeste
-32.92,-60.7033,1017.0,1309.0,-0.459,oeste
-32.92,-60.7,1020.0,1307.0,-0.452,oeste
-32.92,-60.6967,1354.0,1318.0,0.049,oeste
-32.92,-60.6933,1374.0,1316.0,0.078,oeste
-32.92,-60.69,1263.0,1187.0,0.112,oeste
-32.92,-60.6867,1266.0,1187.0,0.116,oeste
-32.92,-60.6833,1287.0,1234.0,0.077,oeste
-32.92,-60.68,1331.0,1249.0,0.116,oeste
-32.92,-60.6767,1496.0,1275.0,0.29,oeste
-32.92,-60.6733,1546.0,1381.0,0.205,oeste
-32.92,-60.67,1527.0,1393.0,0.167,oeste
-32.92,-60.6667,1719.0,1624.0,0.103,resto
-32.92,-60.6633,2718.0,3009.0,-0.185,resto
-32.92,-60.66,2892.0,3185.0,-0.176,resto
-32.92,-60.6567,2866.0,3159.0,-0.177,resto
-32.92,-60.6533,2905.0,3185.0,-0.167,resto
-32.92,-60.65,2977.0,3208.0,-0.136,resto
-32.92,-60.6467,3010.0,3220.0,-0.123,resto
-32.92,-60.6433,3010.0,3220.0,-0.123,resto
-32.92,-60.64,3010.0,3220.0,-0.123,resto
-32.92,-60.6367,3010.0,3220.0,-0.123,resto
-32.92,-60.6333,3010.0,3220.0,-0.123,resto
-32.92,-60.63,3010.0,3220.0,-0.123,resto
-32.92,-60.6267,3010.0,3220.0,-0.123,resto
-32.92,-60.6233,3010.0,3220.0,-0.123,resto
-32.92,-60.62,3010.0,3220.0,-0.123,resto
-32.92,-60.6167,3010.0,3220.0,-0.123,resto
-32.92,-60.6133,3010.0,3220.0,-0.123,resto
-32.92,-60.61,3010.0,3220.0,-0.123,resto
-32.92,-60.6067,3010.0,3220.0,-0.123,resto
-32.92,-60.6033,3010.0,3220.0,-0.123,resto
-32.92,-60.6,3010.0,3220.0,-0.123,resto
-32.92,-60.5967,3010.0,3220.0,-0.123,resto
-32.92,-60.5933,3010.0,3220.0,-0.123,resto
-32.92,-60.59,3010.0,3220.0,-0.123,resto
-32.9167,-60.72,1024.0,1362.0,-0.519,resto
-32.9167,-60.7167,1020.0,1343.0,-0.5,resto
-32.9167,-60.7133,1020.0,1339.0,-0.496,resto
-32.9167,-60.71,1023.0,1329.0,-0.477,resto
-32.9167,-60.7067,1031.0,1325.0,-0.458,resto
-32.9167,-60.7033,1024.0,1312.0,-0.451,resto
-32.9167,-60.7,1027.0,1310.0,-0.445,resto
-32.9167,-60.6967,1384.0,1339.0,0.06,resto
-32.9167,-60.6933,1399.0,1333.0,0.089,resto
-32.9167,-60.69,1286.0,1202.0,0.122,resto
-32.9167,-60.6867,1289.0,1202.0,0.126,resto
-32.9167,-60.6833,1325.0,1262.0,0.088,resto
-32.9167,-60.68,1349.0,1262.0,0.12,resto
-32.9167,-60.6767,1489.0,1285.0,0.268,resto
-32.9167,-60.6733,1568.0,1422.0,0.179,resto
-32.9167,-60.67,1543.0,1421.0,0.148,resto
-32.9167,-60.6667,1732.0,1654.0,0.083,resto
-32.9167,-60.6633,2718.0,3009.0,-0.185,resto
-32.9167,-60.66,2892.0,3185.0,-0.176,resto
-32.9167,-60.6567,2866.0,3159.0,-0.177,resto
-32.9167,-60.6533,2905.0,3185.0,-0.167,resto
-32.9167,-60.65,2977.0,3208.0,-0.136,resto
-32.9167,-60.6467,3010.0,3220.0,-0.123,resto
-32.9167,-60.6433,3010.0,3220.0,-0.123,resto
-32.9167,-60.64,3010.0,3220.0,-0.123,resto
-32.9167,-60.6367,3010.0,3220.0,-0.123,resto
-32.9167,-60.6333,3010.0,3220.0,-0.123,resto
