ph,year,seccion,manzana,grafico,division,latitud,longitud,direccion_nominatim
18998,2013.0,1.0,5.0,23.0,,-32.934293777777775,-60.650348777777786,Almirante Brown 2172
19725,2015.0,1.0,15.0,30.0,,-32.93615666666667,-60.6439795,España 39
20758,2019.0,1.0,15.0,16.0,,-32.93688540000001,-60.643209,Presidente Roca 100
21123,2019.0,1.0,15.0,1.0,,-32.936009166666665,-60.643923583333326,España 23
21527,2021.0,1.0,15.0,20.0,,-32.936601,-60.6438105,Jujuy 1664
21731,2021.0,1.0,15.0,32.0,,-32.936605375,-60.64419775,España 89
2198,2018.0,1.0,15.0,16.0,,-32.93688540000001,-60.643209,Presidente Roca 100
2220,2004.0,1.0,15.0,12.0,,-32.93637433333333,-60.64329850000001,Presidente Roca 45
3038,1968.0,1.0,15.0,12.0,,-32.93637433333333,-60.64329850000001,Presidente Roca 45
3137,1969.0,1.0,15.0,23.0,,-32.9367032,-60.6443018,España 99
3550,1970.0,1.0,15.0,29.0,,-32.93625466666666,-60.6440055,España 49
7741,1979.0,1.0,15.0,4.0,,-32.93630127777778,-60.64358855555555,Presidente Roca 50
10652,1985.0,1.0,16.0,17.0,,-32.9369352,-60.642892800000006,Jujuy 1598
15422,2003.0,1.0,16.0,1.0,,-32.9360968,-60.6427364,Presidente Roca 1
1637,,1.0,16.0,20.0,,-32.936669,-60.64276883333334,Presidente Roca 67
177,1953.0,1.0,16.0,23.0,,-32.93634471428571,-60.64264771428572,Presidente Roca 27
20539,2018.0,1.0,16.0,25.0,,-32.93688685714286,-60.64229928571429,Paraguay 40
22049,2021.0,1.0,16.0,24.0,,-32.936189222222225,-60.64271033333333,Presidente Roca 11
3148,1969.0,1.0,16.0,2.0,,-32.93624783333333,-60.64245666666667,Avenida Guillermo Wheelwright
8887,1981.0,1.0,16.0,22.0,,-32.936556,-60.6425928,Presidente Roca 49
17411,2010.0,1.0,17.0,7.0,,-32.9371567,-60.641195800000006,Jujuy 1470
1852,1964.0,1.0,17.0,6.0,,-32.9373154,-60.6407432,Jujuy 1447
18624,2012.0,1.0,17.0,3.0,,-32.937251999999994,-60.64121560000001,Jujuy 1470
18952,2013.0,1.0,17.0,1.0,,-32.93707633333333,-60.64145133333332,Paraguay 83
2850,1968.0,1.0,17.0,2.0,,-32.93720866666666,-60.64132066666667,Jujuy 1480
969,1959.0,1.0,17.0,5.0,,-32.9371402,-60.6409876,Avenida Guillermo Wheelwright 1449
12249,1990.0,1.0,19.0,10.0,,-32.936099,-60.650188750000005,Balcarce 130
12720,1992.0,1.0,19.0,16.0,,-32.936779,-60.65042328571428,Salta 2118
14229,1995.0,1.0,19.0,24.0,,-32.936490000000006,-60.651000333333336,Bulevar Nicasio Oroño 199
15477,2003.0,1.0,19.0,8.0,,-32.93595316666667,-60.65018633333335,Balcarce 118
15607,2004.0,1.0,19.0,9.0,,-32.9360268,-60.650107800000015,Balcarce 122
17041,2008.0,1.0,19.0,14.0,,-32.9365774,-60.6503558,Balcarce 167
17663,2010.0,1.0,19.0,12.0,,-32.936291,-60.650277,Jujuy 2116
18342,2012.0,1.0,19.0,29.0,,-32.9364146,-60.6502032,Balcarce 158
18345,2012.0,1.0,19.0,2.0,,-32.9359472,-60.65092599999999,Bulevar Nicasio Oroño 123
1948,1964.0,1.0,19.0,23.0,,-32.936566285714285,-60.651133,Bulevar Nicasio Oroño 199
19760,2015.0,1.0,19.0,7.0,,-32.935999125,-60.6503135,Jujuy 2123
19875,2016.0,1.0,19.0,12.0,,-32.936291,-60.650277,Jujuy 2116
2300,1966.0,1.0,19.0,26.0,,-32.93625328571428,-60.65116785714287,Bulevar Nicasio Oroño 159
4054,1971.0,1.0,19.0,15.0,,-32.93663385714286,-60.65045335714286,Balcarce 181
415,2012.0,1.0,19.0,1.0,,-32.93583219999999,-60.651090800000006,Bulevar Nicasio Oroño 115
5153,1974.0,1.0,19.0,28.0,,-32.93608366666666,-60.65079304761904,Bulevar Nicasio Oroño 133
532,1957.0,1.0,19.0,27.0,,-32.93622933333333,-60.65093411111111,Bulevar Nicasio Oroño 151
5849,1975.0,1.0,19.0,19.0,,-32.9366705,-60.65070862500001,Salta 2148
6988,1977.0,1.0,19.0,14.0,,-32.93650453664288,-60.650681068220976,Salta 2148
8578,1979.0,1.0,19.0,25.0,,-32.93640736363637,-60.65093581818182,Bulevar Nicasio Oroño 169
9143,1981.0,1.0,19.0,18.0,,-32.93677399999999,-60.6506176,Salta 2138
1049,1986.0,1.0,20.0,1.0,,-32.93602342857143,-60.64981285714286,Balcarce 115
10989,1986.0,1.0,20.0,9.0,,-32.9361858,-60.648855000000005,Jujuy 2007
11305,1987.0,1.0,20.0,16.0,,-32.93692371428572,-60.64897042857143,Mariano Moreno 174
11499,1987.0,1.0,20.0,4.0,,-32.93651976190476,-60.64953052380952,Jujuy 2056
12151,1989.0,1.0,20.0,35.0,,-32.936117,-60.64973714285714,Balcarce 121
13447,1995.0,1.0,20.0,7.0,,-32.936205,-60.64906,Jujuy 2027
15314,2002.0,1.0,20.0,8.0,,-32.9361835,-60.648959,Jujuy 2013
16094,2006.0,1.0,20.0,29.0,,-32.93661166666667,-60.64990516666666,Balcarce 167
16147,2006.0,1.0,20.0,17.0,,-32.937016666666665,-60.64894266666667,Salta 2005
16626,2007.0,1.0,20.0,27.0,,-32.936767999999994,-60.6499972,Balcarce 183
17167,2009.0,1.0,20.0,18.0,,-32.937111800000004,-60.648895800000005,Mariano Moreno 198
18411,2012.0,1.0,20.0,28.0,,-32.936696,-60.64991485714286,Balcarce 175
18686,2013.0,1.0,20.0,25.0,,-32.936849249999995,-60.6498855,Salta 2094
19132,2014.0,1.0,20.0,19.0,,-32.936981777777774,-60.64907455555556,Salta 2010
2165,1966.0,1.0,20.0,5.0,,-32.9360448,-60.6493188,Jujuy 2063
4148,1972.0,1.0,20.0,11.0,,-32.93641475,-60.64898924999999,Jujuy 2016
729,1958.0,1.0,20.0,10.0,,-32.93630575,-60.648889125,Jujuy 2013
8519,1980.0,1.0,20.0,24.0,,-32.936933,-60.649806857142856,Salta 2084
13346,1994.0,1.0,21.0,13.0,,-32.9367435,-60.64759183333334,Jujuy 1912
13519,1995.0,1.0,21.0,15.0,,-32.936882125,-60.647683125,Jujuy 1912
13533,1999.0,1.0,21.0,17.0,,-32.9370946,-60.647667,Salta 1932
13694,1997.0,1.0,21.0,17.0,,-32.9370946,-60.647667,Salta 1932
13869,1996.0,1.0,21.0,24.0,,-32.937035333333334,-60.64831422222223,Salta 1950
13991,1996.0,1.0,21.0,10.0,,-32.936507,-60.64743080000001,Jujuy 1911
14301,1998.0,1.0,21.0,16.0,,-32.93697266666667,-60.64784055555557,Jujuy 1913
14557,1999.0,1.0,21.0,19.0,,-32.93732371428572,-60.647572857142855,Salta 1917
15455,2003.0,1.0,21.0,27.0,,-32.93662139999999,-60.6484838,Mariano Moreno 145
17222,2009.0,1.0,21.0,23.0,,-32.937172600000004,-60.6480346,Salta 1950
18047,2011.0,1.0,21.0,21.0,,-32.937274200000004,-60.647826,Salta 1922
18997,2014.0,1.0,21.0,1.0,,-32.93624328571429,-60.64837385714286,Jujuy 2003
19244,2014.0,1.0,21.0,31.0,,-32.9362952,-60.6484428,Mariano Moreno 115
19577,2015.0,1.0,21.0,8.0,,-32.936352,-60.64743157142858,Jujuy 1907
21038,2019.0,1.0,21.0,9.0,,-32.93643083333333,-60.64741433333334,Jujuy 1910
22294,2023.0,1.0,21.0,14.0,,-32.936823714285715,-60.64762257142858,Jujuy 1912
354,1955.0,1.0,21.0,22.0,,-32.93717842857144,-60.647888,Salta 1930
11533,1987.0,1.0,22.0,21.0,,-32.937249466666664,-60.64658199999999,Italia 130
11935,1989.0,1.0,22.0,6.0,,-32.9365608,-60.6462998,Jujuy 1831
1273,1961.0,1.0,22.0,15.0,,-32.9371802,-60.6462016,Italia 147
13144,1993.0,1.0,22.0,30.0,,-32.9367128,-60.6470982,Manuel Dorrego 131
13218,1994.0,1.0,22.0,6.0,,-32.9365608,-60.6462998,Jujuy 1831
14651,1999.0,1.0,22.0,9.0,,-32.93663442857143,-60.64600971428571,Jujuy 1801
16891,2008.0,1.0,22.0,12.0,,-32.936905125,-60.6461975,Italia 138
17530,2010.0,1.0,22.0,10.0,,-32.93673966666667,-60.64607316666667,Italia 120
17767,2010.0,1.0,22.0,14.0,,-32.9370744,-60.646247800000005,Italia 132
17853,2011.0,1.0,22.0,18.0,,-32.937400125,-60.6463995,Italia 175
18969,2013.0,1.0,22.0,28.0,,-32.93691611111111,-60.64702433333333,Manuel Dorrego 161
19270,2014.0,1.0,22.0,6.0,,-32.9365608,-60.6462998,Jujuy 1831
20688,2018.0,1.0,22.0,29.0,,-32.936846,-60.64685642857143,Manuel Dorrego 161
22333,2023.0,1.0,22.0,23.0,,-32.937409333333335,-60.64697416666666,Salta 1878
2874,1968.0,1.0,22.0,4.0,,-32.9368533125,-60.64666293750001,Jujuy 1863
2876,,1.0,22.0,19.0,,-32.93749914285714,-60.64627585714286,Italia 200
550,1956.0,1.0,22.0,6.0,,-32.9365608,-60.6462998,Jujuy 1831
690,1958.0,1.0,22.0,11.0,,-32.9368465,-60.64611566666667,Italia 130
7682,1979.0,1.0,22.0,16.0,,-32.937257666666675,-60.64633075,Italia 148
897,1959.0,1.0,22.0,22.0,,-32.93738925437203,-60.64681080006861,Salta 1862
9093,1981.0,1.0,22.0,5.0,,-32.936996383922725,-60.64650793326632,Italia 131
11215,1986.0,1.0,23.0,20.0,,-32.93762342857143,-60.64513585714285,España 248
12072,1989.0,1.0,23.0,17.0,,-32.937609,-60.6448864,España 200
12468,1991.0,1.0,23.0,19.0,,-32.93769857142858,-60.64504685714286,Salta 1718
15937,2005.0,1.0,23.0,6.0,,-32.936918500000004,-60.64518460000001,España 5748
16768,2008.0,1.0,23.0,23.0,,-32.93757283333333,-60.64544899999999,España 250
17745,2010.0,1.0,23.0,10.0,,-32.9368576,-60.64479859999999,Jujuy 1715
17753,2010.0,1.0,23.0,1.0,,-32.93671,-60.645731,Jujuy 1801
18135,2011.0,1.0,23.0,28.0,,-32.9374304,-60.645882400000005,Italia 179
18529,2012.0,1.0,23.0,30.0,,-32.937283,-60.64574,Jujuy 1810
19010,2014.0,1.0,23.0,31.0,,-32.936890875,-60.645691125,Italia 125
20272,2017.0,1.0,23.0,29.0,,-32.937358,-60.645777,Italia 169
20374,2017.0,1.0,23.0,24.0,,-32.937531285714286,-60.64553014285715,Salta 1770
20755,2018.0,1.0,23.0,25.0,,-32.93750333333333,-60.645679,Salta 1784
21349,2020.0,1.0,23.0,30.0,,-32.937283,-60.64574,Jujuy 1810
22379,2023.0,1.0,23.0,9.0,,-32.936941375,-60.644896125,España 5669
4518,1972.0,1.0,23.0,4.0,,-32.93686825,-60.6454005,España 5586
5567,1975.0,1.0,23.0,18.0,,-32.93769966666667,-60.64490733333334,Salta 1704
8101,1979.0,1.0,23.0,1.0,,-32.93671,-60.645731,Jujuy 1801
8510,1980.0,1.0,23.0,18.0,,-32.93769966666667,-60.64490733333334,Salta 1704
10567,1985.0,1.0,25.0,12.0,,-32.9375246,-60.64191139999999,Paraguay 124
1179,1961.0,1.0,25.0,23.0,,-32.938083666666664,-60.64304633333333,Salta 1598
17335,2009.0,1.0,25.0,7.0,,-32.9373692,-60.6422568,Jujuy 1543
18128,2011.0,1.0,25.0,22.0,,-32.93798666666667,-60.642915333333335,Salta 1588
18531,2012.0,1.0,25.0,17.0,,-32.9381464,-60.6421816,Paraguay 155
19653,2015.0,1.0,25.0,15.0,,-32.93785242857143,-60.64209671428571,Paraguay 123
20838,2018.0,1.0,25.0,29.0,,-32.93764916666667,-60.64284816666666,Presidente Roca 143
21739,2022.0,1.0,25.0,10.0,,-32.93746541666666,-60.641989,Paraguay 120
21802,2022.0,1.0,25.0,11.0,,-32.937442,-60.6418914,Paraguay 116
311,1955.0,1.0,25.0,12.0,,-32.9375246,-60.64191139999999,Paraguay 124
3309,1969.0,1.0,25.0,18.0,,-32.938280199999994,-60.6422148,Salta 1516
4069,1971.0,1.0,25.0,7.0,,-32.9373692,-60.6422568,Jujuy 1543
6052,1975.0,1.0,25.0,24.0,,-32.9380998,-60.64319780000001,Presidente Roca 197
6846,1977.0,1.0,25.0,3.0,,-32.93736283333333,-60.642734,Jujuy 1587
7622,1978.0,1.0,25.0,33.0,,-32.937312142857145,-60.64297414285715,Presidente Roca 111
8599,1980.0,1.0,25.0,2.0,,-32.9372148,-60.6428154,Jujuy 1597
11347,1987.0,1.0,26.0,8.0,,-32.937614,-60.6406026,Jujuy 1415
14164,1997.0,1.0,26.0,17.0,,-32.938262,-60.641451,Salta 1502
17105,2009.0,1.0,26.0,16.0,,-32.938326,-60.641197,Salta 1472
17118,2009.0,1.0,26.0,2.0,,-32.93749485714285,-60.641459,Jujuy 1485
18395,2012.0,1.0,26.0,23.0,,-32.9374628,-60.641577600000005,Paraguay 111
18923,2014.0,1.0,26.0,1.0,,-32.93739359999999,-60.6415604,Jujuy 1495
20050,2017.0,1.0,26.0,17.0,,-32.938262,-60.641451,Salta 1502
20883,2019.0,1.0,26.0,3.0,,-32.93753675000001,-60.641343,Jujuy 1475
21983,2022.0,1.0,26.0,16.0,,-32.938326,-60.641197,Salta 1472
22158,2023.0,1.0,26.0,4.0,,-32.9374674,-60.6412512,Jujuy 1469
7086,1978.0,1.0,26.0,17.0,,-32.93833049999999,-60.6418065,Salta 1498
8620,1981.0,1.0,26.0,19.0,,-32.93787579999999,-60.64140779999999,Paraguay 119
939,1959.0,1.0,26.0,17.0,,-32.9383465,-60.6417155,Salta 1502
1032,1967.0,1.0,27.0,20.0,,-32.938582000000004,-60.6399328,Salta 1358
12261,1990.0,1.0,27.0,16.0,,-32.9387754,-60.639393,Salta 1314
12648,1991.0,1.0,27.0,26.0,,-32.93826525,-60.640164375000005,Corrientes 159
14353,1998.0,1.0,27.0,27.0,,-32.938157600000004,-60.64022200000001,Corrientes 151
14815,2000.0,1.0,27.0,8.0,,-32.937925,-60.639339166666666,Jujuy 1446
15308,2002.0,1.0,27.0,13.0,,-32.938373,-60.63943366666667,Jujuy 1448
15379,2003.0,1.0,27.0,1.0,,-32.9377962,-60.6401296,Corrientes 115
16363,2006.0,1.0,27.0,8.0,,-32.937925,-60.639339166666666,Jujuy 1446
1830,1964.0,1.0,27.0,10.0,,-32.938114,-60.63930766666667,Entre Ríos 134
1854,1964.0,1.0,27.0,17.0,,-32.93870316666666,-60.63953783333334,Salta 1326
20770,2018.0,1.0,27.0,30.0,,-32.9382114,-60.63933480000001,Entre Ríos 134
2728,1968.0,1.0,27.0,8.0,,-32.937925,-60.639339166666666,Jujuy 1446
2941,1968.0,1.0,27.0,25.0,,-32.93834571428572,-60.640278714285714,Corrientes 169
4201,1972.0,1.0,27.0,21.0,,-32.938511625000004,-60.64005675,Salta 1370
6987,1977.0,1.0,27.0,18.0,,-32.9386928,-60.6396426,Salta 1334
11473,1987.0,1.0,28.0,18.0,,-32.9386116,-60.6388942,Entre Ríos 167
14587,1999.0,1.0,28.0,1.0,,-32.93819080000001,-60.6386622,Avenida Arturo Illia
15264,2002.0,1.0,28.0,9.0,,-32.938899,-60.63824983333333,Salta 1234
21532,2021.0,1.0,28.0,6.0,,-32.938670214285715,-60.63813235714286,Avenida Arturo Illia
22170,2023.0,1.0,28.0,7.0,,-32.938978199999994,-60.6379026,Bartolomé Mitre 170
4493,1972.0,1.0,28.0,15.0,,-32.9388482,-60.63904,Entre Ríos 193
558,1957.0,1.0,28.0,8.0,,-32.93893585714286,-60.63804057142857,Salta 1225
858,1995.0,1.0,28.0,13.0,,-32.9388505,-60.6388135,Salta 1280
9100,1981.0,1.0,28.0,8.0,,-32.93893585714286,-60.63804057142857,Salta 1225
996,1960.0,1.0,28.0,12.0,,-32.938784250000005,-60.638659,Salta 1270
13818,1996.0,1.0,30.0,22.0,,-32.93782816666667,-60.65120533333334,Catamarca 2170
14054,1997.0,1.0,30.0,26.0,,-32.93763254545455,-60.65124981818181,Bulevar Nicasio Oroño 284
15740,2004.0,1.0,30.0,4.0,,-32.937173666666666,-60.65096283333333,Salta 2141
16256,2006.0,1.0,30.0,11.0,,-32.9373456,-60.6504774,Balcarce 236
20780,2018.0,1.0,30.0,23.0,,-32.937855,-60.651307,Catamarca 2180
2191,1966.0,1.0,30.0,24.0,,-32.93783366666667,-60.65140683333333,Catamarca 6759
3499,1970.0,1.0,30.0,26.0,,-32.93711607616127,-60.65127306162668,Bulevar Nicasio Oroño 221
4135,1972.0,1.0,30.0,27.0,,-32.9370248,-60.6513248,Bulevar Nicasio Oroño 213
6929,1977.0,1.0,30.0,6.0,,-32.9370356,-60.6506718,Salta 2140
7387,1978.0,1.0,30.0,12.0,,-32.937394857142856,-60.650625857142856,Salta 2141
7677,1979.0,1.0,30.0,9.0,,-32.937133800000005,-60.6503666,Balcarce 214
8062,1979.0,1.0,30.0,5.0,,-32.93723181818182,-60.650822454545455,Salta 2141
917,1959.0,1.0,30.0,16.0,,-32.937888599999994,-60.6506016,Balcarce 288
9718,1982.0,1.0,30.0,25.0,,-32.93770371428572,-60.65141614285714,Bulevar Nicasio Oroño 299
10860,1985.0,1.0,31.0,3.0,,-32.937211000000005,-60.64977499999999,Salta 2077
10887,1985.0,1.0,31.0,29.0,,-32.937531666666665,-60.6500695,Balcarce 241
11740,1988.0,1.0,31.0,15.0,,-32.938020875,-60.649422,Catamarca 2016
13617,1995.0,1.0,31.0,16.0,,-32.938124625,-60.64930125000001,Mariano Moreno 288
13814,1996.0,1.0,31.0,15.0,,-32.938020875,-60.649422,Catamarca 2016
14541,1998.0,1.0,31.0,25.0,,-32.93790560000001,-60.65024100000001,Balcarce 280
17060,2009.0,1.0,31.0,31.0,,-32.937350200000004,-60.6501034,Balcarce 227
17340,2009.0,1.0,31.0,11.0,,-32.937586714285715,-60.64922585714287,Mariano Moreno 243
19123,2014.0,1.0,31.0,1.0,,-32.93727033333334,-60.65007616666667,Balcarce 219
22806,2025.0,1.0,31.0,18.0,,-32.937970250000006,-60.64964837500001,Catamarca 2040
2844,1968.0,1.0,31.0,14.0,,-32.937953,-60.649322833333336,Salta 2023
4202,1972.0,1.0,31.0,21.0,,-32.93800785714286,-60.64995699999999,Catamarca 2070
427,1955.0,1.0,31.0,6.0,,-32.937372200000006,-60.6494334,Salta 2059
444,1956.0,1.0,31.0,5.0,,-32.937233428571425,-60.64953742857143,Salta 2083
4553,1972.0,1.0,31.0,24.0,,-32.937998400000005,-60.650264400000005,Catamarca 6378
5248,1974.0,1.0,31.0,2.0,,-32.93729570000001,-60.6498965,Balcarce 227
5928,1975.0,1.0,31.0,6.0,,-32.937372200000006,-60.6494334,Salta 2059
6281,1976.0,1.0,31.0,4.0,,-32.937451499999995,-60.649721625,Salta 2082
750,1958.0,1.0,31.0,21.0,,-32.93800785714286,-60.64995699999999,Catamarca 2070
9775,1983.0,1.0,31.0,13.0,,-32.9378535,-60.64930666666666,Salta 2023
1024,1960.0,1.0,32.0,14.0,,-32.9383515,-60.6481915,Catamarca 1930
11991,1989.0,1.0,32.0,2.0,,-32.9374128,-60.6486532,Salta 1999
12356,1990.0,1.0,32.0,14.0,,-32.93825390786168,-60.64873522714589,Catamarca 1988
1414,2000.0,1.0,32.0,14.0,,-32.937762625,-60.64783425,Manuel Dorrego 242
1428,1962.0,1.0,32.0,14.0,,-32.93812870630932,-60.64823003629257,Catamarca 1938
1609,1963.0,1.0,32.0,14.0,,-32.93791376876779,-60.64872357025955,Mariano Moreno 257
16350,2006.0,1.0,32.0,14.0,,-32.9383187404577,-60.648372730115895,Catamarca 1950
1706,1963.0,1.0,32.0,14.0,,-32.93809629332272,-60.648411463088806,Catamarca 1958
1737,1964.0,1.0,32.0,14.0,,-32.9380435,-60.64777200000001,Manuel Dorrego 256
1741,1964.0,1.0,32.0,8.0,,-32.937609,-60.64812816666666,Salta 1945
17412,2010.0,1.0,32.0,5.0,,-32.93769266666666,-60.64842622222224,Salta 1964
18099,2011.0,1.0,32.0,18.0,,-32.937869428571425,-60.64789042857144,Manuel Dorrego 244
18706,2013.0,1.0,32.0,19.0,,-32.9376855,-60.648222625,Salta 1953
216,1953.0,1.0,32.0,14.0,,-32.938312,-60.6488555,Catamarca 1998
3081,1969.0,1.0,32.0,14.0,,-32.93836800402144,-60.64810102463137,Catamarca 1922
3136,1969.0,1.0,32.0,14.0,,-32.93831289900347,-60.6478984315978,Manuel Dorrego 282
3548,1970.0,1.0,32.0,3.0,,-32.93748283333333,-60.64858666666667,Salta 1993
6755,1977.0,1.0,32.0,15.0,,-32.93775111111111,-60.64866188888888,Mariano Moreno 241
734,1958.0,1.0,32.0,14.0,,-32.93849442809209,-60.64785621566586,Catamarca 1902
8303,1980.0,1.0,32.0,13.0,,-32.937680400000005,-60.6477292,Manuel Dorrego 238
8447,1980.0,1.0,32.0,14.0,,-32.937762625,-60.64783425,Manuel Dorrego 242
8505,1980.0,1.0,32.0,12.0,,-32.937563600000004,-60.647694,Salta 1903
956,1959.0,1.0,52.0,14.0,,-32.9409112,-60.6371736,Sarmiento 301
10982,1986.0,1.0,33.0,18.0,,-32.9382314,-60.6474956,Manuel Dorrego 267
1099,1966.0,1.0,33.0,10.0,,-32.9385534,-60.6465374,Italia 282
12839,1992.0,1.0,33.0,15.0,,-32.938539,-60.647472,Italia 267
13357,1994.0,1.0,33.0,15.0,,-32.938539,-60.647472,Italia 267
13368,1994.0,1.0,33.0,8.0,,-32.93816957142857,-60.64643571428572,Italia 246
14049,1997.0,1.0,33.0,17.0,,-32.938340200000006,-60.6475102,Manuel Dorrego 277
14390,1998.0,1.0,33.0,21.0,,-32.93789516666667,-60.6472875,Manuel Dorrego 233
1480,1962.0,1.0,33.0,10.0,,-32.93867907124634,-60.64685378358373,Catamarca 1834
18579,2012.0,1.0,33.0,11.0,,-32.938348000000005,-60.64663780000001,Italia 266
19546,2015.0,1.0,33.0,12.0,,-32.938449625,-60.646671,Italia 276
2160,1967.0,1.0,33.0,10.0,,-32.9385534,-60.6465374,Italia 282
22095,2023.0,1.0,33.0,8.0,,-32.93809576412212,-60.64680308425089,Italia 263
22424,2023.0,1.0,33.0,1.0,,-32.937652400000005,-60.64737140000001,Manuel Dorrego 213
4171,1972.0,1.0,33.0,19.0,,-32.938121,-60.64743816666667,Manuel Dorrego 255
4477,1972.0,1.0,33.0,20.0,,-32.9380356,-60.6474322,Manuel Dorrego 247
5752,1975.0,1.0,33.0,9.0,,-32.93820972727272,-60.64668436363636,Italia 263
6553,1977.0,1.0,33.0,3.0,,-32.937669799999995,-60.6471226,Salta 1885
677,1958.0,1.0,33.0,10.0,,-32.9385534,-60.6465374,Italia 282
852,1959.0,1.0,33.0,10.0,,-32.9385534,-60.6465374,Italia 282
936,1959.0,1.0,33.0,10.0,,-32.9385534,-60.6465374,Italia 282
9415,1982.0,1.0,33.0,5.0,,-32.93843387369736,-60.646985066980896,Catamarca 1842
11462,1987.0,1.0,34.0,7.0,,-32.93833466666666,-60.6454315,Italia 234
15514,2004.0,1.0,34.0,23.0,,-32.938705285714285,-60.64593271428571,Catamarca 1780
15658,2004.0,1.0,34.0,19.0,,-32.938885875000004,-60.645396625,Catamarca 1706
17722,2010.0,1.0,34.0,28.0,,-32.938619800000005,-60.6461752,Italia 279
1801,1964.0,1.0,34.0,8.0,,-32.9380904,-60.6451458,Salta 1709
18675,2013.0,1.0,34.0,29.0,,-32.93856416666666,-60.646106333333336,Italia 273
20468,2017.0,1.0,34.0,27.0,,-32.9386858,-60.6461916,Italia 285
21127,2019.0,1.0,34.0,20.0,,-32.93875380000001,-60.64543729999999,Catamarca 1706
21914,2022.0,1.0,34.0,31.0,,-32.938353666666664,-60.64588288888889,Italia 278
22123,2023.0,1.0,34.0,1.0,,-32.937897,-60.64603219999999,Italia 213
22487,2024.0,1.0,34.0,24.0,,-32.93875775,-60.646043375,Catamarca 1792
361,1986.0,1.0,34.0,22.0,,-32.938688285714285,-60.64576614285714,Italia 279
5473,1974.0,1.0,34.0,6.0,,-32.938111199999994,-60.645568,Italia 229
5907,1975.0,1.0,34.0,12.0,,-32.938461333333336,-60.6452025,España 254
650,1957.0,1.0,34.0,26.0,,-32.9387524,-60.6462078,Italia 291
839,2024.0,1.0,34.0,15.0,,-32.93875675,-60.64523075,España 280
8582,1980.0,1.0,34.0,16.0,,-32.938899625000005,-60.64518,Catamarca 1702
8874,1981.0,1.0,34.0,3.0,,-32.938078142857144,-60.64581485714286,Italia 225
9697,1982.0,1.0,34.0,1.0,,-32.937897,-60.64603219999999,Italia 213
10322,1984.0,1.0,35.0,9.0,,-32.938899166666666,-60.64387,Presidente Roca 272
12812,1992.0,1.0,35.0,25.0,,-32.938377200000005,-60.6447068,España 244
13901,1996.0,1.0,35.0,7.0,,-32.938646,-60.64384242857143,España 257
1396,1962.0,1.0,35.0,10.0,,-32.939007999999994,-60.6437894,Presidente Roca 280
14763,1999.0,1.0,35.0,4.0,,-32.93839383333333,-60.6438785,Salta 1629
15812,2005.0,1.0,35.0,16.0,,-32.939001166666664,-60.64457583333333,Catamarca 1684
17407,2009.0,1.0,35.0,15.0,,-32.938941428571425,-60.64443385714286,Catamarca 1650
17627,2010.0,1.0,35.0,3.0,,-32.93848522222222,-60.64430866666666,España 255
17697,2010.0,1.0,35.0,27.0,,-32.938211333333335,-60.644662,España 221
17887,2011.0,1.0,35.0,22.0,,-32.938788833333334,-60.64468883333333,España 271
209,1953.0,1.0,35.0,20.0,,-32.938925833333336,-60.644816833333344,España 285
2677,1967.0,1.0,35.0,12.0,,-32.939207999999994,-60.643874,Catamarca 1608
3042,1969.0,1.0,35.0,24.0,,-32.938510125,-60.64461225000001,España 256
5002,1974.0,1.0,35.0,2.0,,-32.938286,-60.6445183,España 240
574,1957.0,1.0,35.0,26.0,,-32.9382946,-60.644686,España 232
6996,1977.0,1.0,35.0,21.0,,-32.938857333333324,-60.644753,España 279
7187,1978.0,1.0,35.0,8.0,,-32.93880159999999,-60.6438486,Presidente Roca 262
7234,1978.0,1.0,35.0,13.0,,-32.9391746,-60.6440598,Catamarca 1628
9811,1983.0,1.0,35.0,2.0,,-32.938286,-60.6445183,España 240
11210,1987.0,1.0,36.0,18.0,,-32.93913988888889,-60.64265588888889,Paraguay 281
11244,1986.0,1.0,36.0,13.0,,-32.939015,-60.64257471428572,Paraguay 231
12538,1991.0,1.0,36.0,7.0,,-32.93873721052631,-60.642611947368415,Paraguay 230
13832,1996.0,1.0,36.0,25.0,,-32.938784,-60.643301,Paraguay 263
15866,2005.0,1.0,36.0,26.0,,-32.93862483333333,-60.643317333333336,Presidente Roca 237
174,1953.0,1.0,36.0,22.0,,-32.9391394,-60.6433576,Presidente Roca 309
17699,2010.0,1.0,36.0,16.0,,-32.93939642857143,-60.6425007142857,Paraguay 318
17935,2011.0,1.0,36.0,11.0,,-32.93857914285714,-60.64221871428572,Salta 1511
18031,2011.0,1.0,36.0,6.0,,-32.938612375,-60.642812875,Presidente Roca 202
19608,2015.0,1.0,36.0,21.0,,-32.939278200000004,-60.6433928,Catamarca 1602
20219,2017.0,1.0,36.0,14.0,,-32.93913514285715,-60.64247157142857,Paraguay 249
21199,2019.0,1.0,36.0,27.0,,-32.93852033333334,-60.64329583333333,Presidente Roca 233
21935,2025.0,1.0,36.0,20.0,,-32.93919975,-60.643027125,Presidente Roca 309
344,1968.0,1.0,36.0,23.0,,-32.93903457142857,-60.64334928571429,Presidente Roca 262
3813,1971.0,1.0,36.0,18.0,,-32.93913988888889,-60.64265588888889,Paraguay 281
497,1956.0,1.0,36.0,25.0,,-32.938784,-60.643301,Paraguay 263
524,2010.0,1.0,36.0,8.0,,-32.9385538,-60.6426086,Salta 1547
